bayesian_threshold,bayesian_diff_threshold,intersection_length_threshold,average_success_time_rate,max_success_time_rate,min_success_time_rate,average_success_rate
0.5,0.4,17,0.5424594763661018,0.9777840199694716,0.1562509847061825,1.0
0.5,0.4,18,0.5448198104538416,0.9777840199694716,0.1666668721873228,1.0
0.5,0.4,19,0.5476750886669794,0.9777840199694716,0.1770854188328379,1.0
0.5,0.45,1,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,2,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,3,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,4,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,5,0.5011065759195606,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.45,6,0.5222018700802403,0.9777840199694716,0.0470624197376089,1.0
0.5,0.45,7,0.5226375843009825,0.9777840199694716,0.0588267036976493,1.0
0.5,0.45,8,0.5230731454581067,0.9777840199694716,0.0705868549400013,1.0
0.5,0.45,9,0.5235088343105847,0.9777840199694716,0.0823504539569085,1.0
0.5,0.45,10,0.524473041242781,0.9777840199694716,0.0941039400037495,1.0
0.5,0.45,11,0.5254380729865796,0.9777840199694716,0.1058829535352797,1.0
0.5,0.45,12,0.5386131355497205,0.9777840199694716,0.1176479998504391,1.0
0.5,0.45,13,0.5401308252501583,0.9777840199694716,0.1294109435713566,1.0
0.5,0.45,14,0.5421773757178917,0.9777840199694716,0.135419623806045,1.0
0.5,0.45,15,0.5431729709063325,0.9777840199694716,0.135419623806045,1.0
0.5,0.45,16,0.5455263278947451,0.9777840199694716,0.1458363640989503,1.0
0.5,0.45,17,0.5478872022797172,0.9777840199694716,0.1562509847061825,1.0
0.5,0.45,18,0.5502475363674569,0.9777840199694716,0.1666668721873228,1.0
0.5,0.45,19,0.5526089581801263,0.9777840199694716,0.1770854188328379,1.0
0.5,0.5,1,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,2,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,3,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,4,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,5,0.559910847811948,0.9777840199694716,0.0412334343745612,1.0
0.5,0.5,6,0.5736566713414927,0.9777840199694716,0.0470624197376089,1.0
0.5,0.5,7,0.574092385562235,0.9777840199694716,0.0588267036976493,1.0
0.5,0.5,8,0.5745279467193589,0.9777840199694716,0.0705868549400013,1.0
0.5,0.5,9,0.574963635571837,0.9777840199694716,0.0823504539569085,1.0
0.5,0.5,10,0.5759278425040333,0.9777840199694716,0.0941039400037495,1.0
0.5,0.5,11,0.5768928742478319,0.9777840199694716,0.1058829535352797,1.0
0.5,0.5,12,0.5778582447666845,0.9777840199694716,0.1176479998504391,1.0
0.5,0.5,13,0.5788229340201426,0.9777840199694716,0.1294109435713566,1.0
0.5,0.5,14,0.5813983375664855,0.9777840199694716,0.135419623806045,1.0
0.5,0.5,15,0.5823939327549263,0.9777840199694716,0.135419623806045,1.0
0.5,0.5,16,0.5842184366647292,0.9777840199694716,0.1458363640989503,1.0
0.5,0.5,17,0.5865793110497013,0.9777840199694716,0.1562509847061825,1.0
